class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,175564,,130,120,0,0,0,0,0,99692,3306412,4835888,2192776,434984,78270,14398,4663766,0,156,0,135284,229784,9943536,9001356,3058880,840616,0,0,4414,0,226,568,0,0,0,0,0,43804,892242,7316266,2710108,0,116866,32756,43896,75728,2539456,8153712,6,0,0,0,2616808,4219962,1458980,739206,435378,272366,187914,270886,527900,233020,13139818,18906,19072,38450,12,4663766,112174,2285082,763626,258200,237320,225540,271760,299600,299260,352960,314460,183000,175564.22,13139818,13139818,13110908,61729,3604,90218,1019660,10962420,1209600,195776,10,122,0,8790206.4,900365.76,1262136.96,738,4386,0,6186,1480114,4621462,3074056,1523222,226074,27494,3672,140,18,28,13139818,,17590,3254,123130,727704,1092574,7695496,1256434,46106,132,0,104,824,8819968,5986496,0,76,0,0,8850246,8220,1728,0,0,50,901412,0,0,0,0,65836,12886,5670,16364952,2141940,193316,29038,44309640,4451062,12900246,8758,0,0,0,5634.04,5952,2215550,1065444,632694,405952,892962,1316740,3389130,1041730,2218,0,0,0
neg,34980,,0,,0,0,0,0,0,0,161844,2048660,1851960,303950,6628,0,1782700,0,180,0,3596,6048,4383166,4182522,227876,112704,0,0,0,0,0,0,0,872,5074,226090,3588300,24362,153794,175134,199416,0,7816,3148,5344,6722,775894,3573600,518,0,0,0,3077744,535896,228514,145656,110616,107630,85422,60524,20132,908,4616044,694,366,2832,0,1782700,29908,95064,131596,53840,53120,62020,1310700,1310700,1310700,1310700,1310700,46880,34980.69,4616044,4616044,4576888,9980,1892562,93688,968260,4373042,1209600,0,,,,2276782.08,0.0,2084990.4,,,0,0,9138,683110,1765962,1452732,438076,22776,1248,0,,0,4616044,,8158,1392,5056,909058,484984,1587862,1335550,40852,130,0,,,,,,,,,,3326,150,0,0,0,0,0,0,0,0,19732,8282,1348,0,0,95186,13242,4202300,2365766,0,0,0,0,5637160,,,2136430,715912,349094,144088,247344,249234,146568,355908,28446,18,0,0
neg,29906,,1174,1080,0,0,0,0,0,0,76420,1254722,1503376,743682,12582,0,1562602,0,0,0,0,0,3149558,2509948,795482,556754,0,0,28054,0,11754,1806,0,0,0,0,0,0,70160,3520602,20,0,4108,2098,2548,308508,2530044,743374,100,2,0,0,1459428,696930,259048,171604,137226,144430,243690,476586,1840,0,3946020,0,48,92,12,1562602,51044,258860,532486,268940,247300,215420,,,,,,54140,29906.64,3946020,3946020,3956670,25439,12550,25032,306660,3590782,1209600,128646,0,208,0,2614299.84,4.8,973334.4,0,0,0,0,0,92886,605760,1609120,1148416,124010,9490,1100,82,94,3946020,,7614,1022,338554,571308,250090,1551604,842806,27520,264,0,1716,3964,2510018,67384,0,3474,0,58,2659176,6194,626,0,0,0,6,0,0,0,0,30196,18192,2982,0,0,90122,14580,683140,121130,0,0,0,0,0,1797.22,2050,1001520,1460438,338474,149576,276960,147336,96596,56012,63340,530,0,0
neg,29734,,552,528,0,0,0,0,0,0,4032,161594,1529720,479488,25718,1330,931508,0,0,0,0,0,1915140,1614564,409916,257060,0,0,0,0,3226,326,0,0,0,0,0,0,486680,1533382,181820,0,2668,1062,1534,46484,1692252,457846,36,0,0,0,676668,597518,224212,156544,114848,88842,113428,204260,25530,32,2325528,68,78,146,40,931508,26160,190102,215288,223820,,,,,,,,180420,29734.44,2325528,2325528,2323680,15031,29618,108308,1110140,2201882,1209600,67366,2,138,0,1882498.56,0.0,316414.08,0,0,0,0,0,31206,557246,1253920,338578,16428,4296,208,2,8,2325528,,3944,394,1828,133742,117924,1408932,518942,16092,84,0,706,846,896624,562,0,8730,0,24,1902298,1542,258,0,0,0,0,0,0,0,0,15780,26416,8598,0,0,47820,7850,20020840,2251098,963204,3612,0,0,0,898.62,974,332846,483784,364806,192046,353992,240486,129832,53994,50058,38,0,0
neg,2304,0,96,64,0,0,0,0,0,21332,105416,8184,3740,0,0,0,49744,0,0,0,18662,55340,142372,149840,67780,3426,6,0,0,0,54,28,0,0,0,0,0,0,0,46052,92620,0,1308,54,90,126,1286,95532,16698,23578,0,0,54380,67054,9636,4216,1544,1176,342,254,40,30,228898,0,4,10,0,49744,1058,54108,13442,,,,,,,,,67280,2304.32,228898,228898,227162,511,0,22554,228220,138788,1209600,2004,0,32,0,104706.24,0.0,32920.32,10,56,0,4338,28500,19454,43594,42220,544,20,2,0,48,54,228898,0,1272,48,1006,5484,6650,24882,96410,2836,84,0,76,72,104374,60,0,42,0,0,106478,168,98,0,0,0,0,0,0,0,0,1096,140,56,14782,4832,2210,508,1560,174,8,96,0,0,0,178.66,124,34576,9276,2650,1410,3314,4410,9136,73794,106,0,0,0
neg,6692,,0,,0,0,0,0,0,0,7646,232496,145014,12352,0,0,176418,0,0,0,0,0,395122,381464,53126,7926,0,0,0,0,0,0,0,1654,5216,5188,12150,16456,113884,98768,144192,0,1570,52,94,96,9108,385640,948,0,0,0,132084,207354,34798,12634,5416,2082,1210,1348,516,66,448308,22,8,1100,0,176418,2370,39888,13136,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,52500,6692.07,448308,448308,451834,1060,61368,44486,447480,397508,1209600,0,,,,364588.8,0.0,31223.04,,,0,0,0,103652,206458,84452,2500,432,14,0,,0,448308,,1526,48,164,21394,47418,167468,154024,5392,74,0,,,,,,,,,,316,34,0,0,0,0,0,0,0,0,1136,1876,302,0,0,9354,1514,1932380,205050,0,0,0,0,5692070,,,35554,36700,38090,58910,115612,72028,24236,11722,4636,20,0,0
neg,79410,,2130706432,470,0,0,0,0,0,0,8762,953502,3686984,2048806,347180,22298,2740764,0,0,0,0,0,5502788,4113582,1752778,1287726,0,0,1486,0,266,132,0,0,0,0,0,530784,5710386,646176,180182,0,2706,680,1692,712544,4738606,1611108,192,0,0,0,3305976,1227056,403742,313612,224872,187844,413098,991282,44,0,7256536,12630,16362,4600,34,2740764,91626,602750,1137276,249540,261200,277240,308780,348740,,,,295180,79410.91,7256536,7256536,7249050,45588,5142,112806,1197120,7067548,1209600,210520,6,166,0,4941091.2,0.0,2122155.84,0,0,0,0,0,169924,1438804,3294332,2017102,130336,15374,1656,18,24,7256536,,9012,1082,418314,1208266,533686,3673770,1202296,21044,56,0,1154,288,4904404,1512718,0,120810,0,0,4991254,3782,358,0,0,0,0,0,0,0,0,61948,78962,32142,0,0,111306,16940,8672320,1109264,0,0,0,0,0,1835.86,2256,2167616,1093456,858848,481816,1544992,730756,82444,54248,51204,2148,0,0
neg,126,,2130706436,54,0,0,0,0,0,0,138,7358,20360,1140,0,0,11258,0,0,0,0,0,26046,17382,23650,4158,0,0,0,0,60,38,0,0,0,0,0,0,11836,17158,2,0,190,30,46,44,896,26488,1302,0,0,0,24048,3894,740,206,60,48,0,0,0,0,49724,0,14,10,0,11258,534,14512,8770,,,,,,,,,23140,125.71,49724,49724,49340,53,478,4604,49280,28996,1209600,1728,4,10,0,13788.48,0.0,15069.12,0,0,0,0,0,3646,14272,10144,748,118,68,0,6,12,49724,,268,32,88,3192,2706,7276,11506,3790,136,2,108,138,14440,28,20,50,0,20,15232,134,44,0,0,0,0,0,0,0,0,458,54,24,0,0,736,170,48260,6074,0,0,0,0,0,119.88,112,15838,8422,2074,466,770,726,454,198,36,12,0,0
neg,12,,14,12,0,0,0,0,0,0,356,3446,1692,0,0,0,2058,0,0,0,156,286,10988,9622,4256,400,0,0,0,0,8,18,0,0,0,0,0,0,0,0,5494,0,930,12,28,20,56,4448,0,0,0,0,4042,690,74,210,20,36,82,306,26,8,15410,0,2,6,0,2058,148,2754,1484,,,,,,,,,4100,11.85,15410,15410,18902,17,0,1480,15280,5494,1209600,268,0,0,0,1688.64,0,2897.28,,,0,0,288,1862,2222,786,336,0,0,0,0,4,15410,,916,10,14,22,826,1120,2228,358,0,0,14,44,1598,86,0,32,0,0,2038,52,34,0,0,0,0,0,0,0,0,140,0,0,588,196,50,18,1380,138,6450,14,0,0,0,,,3896,1268,206,34,58,20,10,2,0,0,0,0
neg,2,,6,0,0,0,,,,,,,,,,,1004,0,56,0,0,0,12412,11352,2338,100,0,0,0,0,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14764,0,2,0,0,1004,102,1460,856,,,,,,,,,2180,1.43,14764,14764,15878,15,118,1424,14640,3378,1209600,146,0,2,0,1059.84,27.84,1375.68,0,8,,,,,,,,,,,2,6,14764,,,,,,,,,,,,2,24,436,190,0,0,0,0,1290,30,66,0,0,40,54,0,0,0,0,90,0,0,80,78,16,6,1000,194,7186,8,0,0,0,91.6,28,,,,,,,,,,,0,0
neg,589074,,2642,304,0,0,0,0,0,277382,6223862,6792700,1221026,59266,1488,4,18712720,0,0,0,695826,1126374,31785148,27306366,17463244,3684306,8,0,0,0,6244,1172,0,0,0,0,0,0,0,1861604,12714122,2,34520,15820,20742,33408,4519782,9951436,20,0,0,0,3350870,5577390,2353152,1290064,641848,405706,305902,335346,171190,144260,49956216,23564,24804,23510,8,18712720,686728,12362316,5073878,479620,476460,446020,516840,444960,403940,448040,386300,84780,589073.07,49956216,49956216,19487634,60899,70356,55764,252000,14575728,1209600,1507086,2,282,0,32856238.08,0.0,5035148.16,40,5464,0,14924,3028212,7591262,2844648,841798,199818,50716,4306,44,1404,4446,49956216,,23582,4514,702918,1286962,730424,10338478,1419054,69624,172,0,574,780,10587780,4193112,0,36884,0,0,12803390,60410,14266,0,0,0,0,0,0,0,0,350172,263976,49794,84007846,12109582,1680490,239704,14737200,1538650,45660396,524520,0,0,31021120,13165.18,11216,2113462,2795540,1457594,523898,999016,2136098,1826180,2699092,24838,10,0,0
neg,5206,,3076,836,0,0,0,0,0,0,680,65546,1122896,319282,3542,0,730926,0,0,0,0,0,1367132,1179038,251278,160206,0,0,17664,0,3648,544,0,0,0,0,0,206,1510446,0,1294,0,2864,614,762,854,6946,1499750,142,14,0,0,915570,236594,80820,85726,95458,49598,34992,13188,0,0,1618724,134,102,202,292,730926,23986,81170,169744,187960,,,,,,,,60340,5206.06,1618724,1618724,1632820,6500,5206,39254,405780,1511946,1209600,69330,36,154,0,997977.6,58856.64,451417.92,0,478,0,0,0,10754,99606,832308,539308,27338,2536,96,422,430,1618724,,3732,366,168982,247786,88104,660172,322538,19134,1126,6,2348,1932,38100,28626,608,56218,0,0,1064998,4146,36,0,0,80,58750,0,0,0,0,13592,238,90,0,0,25290,3016,214820,24094,1391236,7856,0,0,0,943.94,810,537870,917304,31394,19224,4880,1128,146,0,0,0,0,0
neg,39014,,198,196,0,0,0,0,0,358,108576,744004,1118720,347944,8054,1634,1073088,0,0,0,1528,2130,2094052,1849460,350112,211296,0,0,0,0,304,90,0,0,0,0,0,77584,1023704,1176110,51892,0,30206,2794,4022,57434,1312108,920878,1846,2,0,0,563192,710136,338410,221218,144826,103112,128804,118214,1378,0,2446010,172,310,184,0,1073088,28228,212828,136876,142780,198900,,,,,,,5000,39013.42,2446010,2446010,2473176,15891,6230,332,22780,2329290,1209600,61304,0,24,0,2138735.04,0,164091.84,0,0,0,0,28848,373676,900204,826108,186486,12038,1900,30,2436,2442,2446010,,27492,334,18784,85098,69716,1437114,676968,13736,48,0,318,258,2133664,85928,0,14538,0,46,2149412,1200,132,0,0,0,0,0,0,0,0,14366,26204,4542,0,0,59910,12362,27460,11244,0,0,0,0,490820,750.72,776,200684,350648,365830,198538,398066,303242,170834,108924,207812,24712,0,0
neg,22,0,70,30,0,0,0,0,0,2570,31480,1662,1136,0,0,0,6230,0,0,0,4580,7426,37204,38888,11210,472,2,0,0,0,112,30,0,0,0,0,0,0,0,28,36820,0,1316,10,10,22,56,30350,2698,2386,0,0,34906,608,292,210,580,108,134,10,0,0,53028,0,2,0,0,6230,244,7080,4104,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,11000,22.84,53028,53028,54624,58,40,5162,52760,36974,1209600,504,0,4,0,4537.92,0.0,31205.76,0,20,0,1384,32214,1406,1828,16,0,0,0,0,8,14,53028,0,1270,18,34,38,23236,4936,6184,1092,40,0,58,46,2518,4,0,10,0,0,4758,72,120,0,0,0,0,0,0,0,0,340,0,0,2340,274,128,40,9000,954,36016,38,0,0,0,,66,32632,3858,188,38,60,30,28,14,0,0,0,0
neg,38500,,2130706432,108,0,0,0,0,0,0,1792,652970,1465958,245168,10038,0,993378,0,0,0,0,0,2148380,1879906,345118,226094,0,0,0,0,206,52,0,0,0,0,0,52858,1116448,722080,484540,0,2846,176,412,688,9936,2360916,952,0,0,0,600720,656526,223398,176922,151628,132780,193512,239920,520,0,2493764,330,24,110,4,993378,26764,216160,128060,151600,177860,,,,,,,11760,38499.84,2493764,2493764,2502746,17335,22698,5116,70260,2375926,1209600,70658,2,60,0,2071706.88,0.0,300714.24,0,744,0,0,0,173090,901684,1159096,130702,8760,2520,74,100,104,2493764,,4866,382,80374,141656,168228,1704652,269236,6528,4,0,218,172,1914212,5990,0,28,0,12,2090708,1896,66,0,0,0,0,0,0,0,0,15268,34162,12164,0,0,51518,10120,5583360,754254,0,0,0,0,0,792.94,842,314586,405850,288652,139276,233888,192438,231602,235378,319016,15240,0,0
neg,39768,,880,822,0,0,0,0,0,0,1678,81496,1924298,553198,35254,444,1148908,0,0,0,0,0,2358074,2111550,328274,214474,0,0,0,0,1312,252,0,0,0,0,0,0,621424,1739512,235432,0,1602,632,3446,254122,1850932,485304,328,2,0,0,766716,785298,356984,225138,137514,89806,110342,124570,0,0,2686704,238,588,2162,8,1148908,30542,172856,154708,139440,156600,,,,,,,28180,39767.68,2686704,2686704,2695450,15825,17566,23576,263200,2596368,1209600,73350,0,58,0,2257183.68,0.0,323852.16,0,0,0,0,0,4250,760856,1437238,367398,21918,4544,164,28,34,2686704,,3336,494,22250,231004,79596,1602448,643640,13422,178,0,1258,674,1705578,508590,0,296,0,38,2279604,1850,128,0,0,0,0,0,0,0,0,14592,20592,4216,0,0,71780,14148,2001320,272010,0,0,0,0,38382510,1005.42,968,337886,489596,333686,154906,311964,367088,244290,231280,120360,5312,0,0
neg,217584,0,692,,0,0,0,0,0,9796,1215350,1977814,475220,136076,22246,1862,7506828,188718,0,0,240584,361928,14538980,13537910,1900000,1125514,0,0,0,0,3224,1216,0,0,0,0,0,0,0,653758,3184606,0,1312,150,216,340,1042,3777070,53088,5146,0,0,1376786,1186896,445084,229276,139918,95318,72262,80960,55502,156362,16679844,46,106,2088,2500,7506828,213338,651520,1246084,99060,97380,106460,114360,123020,122580,114680,116640,71180,217583.37,16679844,16679844,16636552,17850,29976,89550,945560,16578798,1209600,0,,,,11950209.6,1587272.64,3025663.68,0,44,0,0,159230,913600,1183896,840626,473412,253292,14102,206,,0,16679844,0,1926,202,262528,489732,557380,2012894,498846,14856,0,0,,,,,,,,,,8470,220,0,0,10,1587600,0,0,0,0,110624,107558,22594,34595426,4581824,761854,88416,31875860,3615432,2240,265634,0,0,67583390,440.5,476,1044530,483722,483738,189786,382358,301734,327924,622656,1916,0,0,0
neg,40644,,80,74,0,0,0,0,0,0,24076,296754,1659950,674344,70600,4450,1215400,0,0,0,1192,1732,2495564,2258678,286772,207738,0,0,0,0,110,36,0,0,0,0,0,203600,1141134,1145000,240440,0,1552,1084,5114,265518,1977534,478338,1034,0,0,0,764062,717598,266200,203872,163268,137244,176976,300600,354,0,2783844,142,464,206,16,1215400,27644,143148,142646,109020,126280,,,,,,,47740,40644.23,2783844,2783844,2792588,19480,8080,34280,360020,2730174,1209600,80804,0,28,0,2400475.2,0.0,328315.2,0,0,0,0,9264,77466,552898,1361704,686228,38776,3584,254,120,138,2783844,,3052,340,95942,168068,181638,2030350,236732,13928,124,0,122,166,1598628,50052,0,65200,0,22,2416062,1140,80,0,0,0,0,0,0,0,0,14036,42236,6244,0,0,80202,11560,1788480,300556,0,0,0,0,932780,743.48,794,343422,556686,384290,189350,368624,393022,274732,134118,84936,994,0,0
neg,112850,,2130706432,440,0,0,0,0,0,0,4758,897528,5123032,1073814,16890,0,3239742,0,0,0,0,0,6409380,5509464,1535002,747532,0,0,0,0,14,4,0,0,0,0,0,105068,3059880,1526434,2424640,0,5216,1606,2418,4536,58052,7005466,38726,2,0,0,2482766,1720590,776002,542194,493244,985600,115626,0,0,0,7946324,0,0,2,0,3239742,98140,995624,536376,278620,199020,212260,229900,235540,227620,,,134980,112850.17,7946324,7946324,7953430,43688,15438,57660,669380,7116022,1209600,5430,2,194,0,6397780.8,0.0,712971.84,0,754,0,0,0,113760,2156266,3369078,1361958,94896,17944,2120,390,0,7946324,,14118,2042,240836,397036,415440,5038898,981656,25908,88,0,834,414,4657746,80280,0,11490,0,20,6458860,286,18,0,0,0,0,0,0,0,0,62526,116,92,0,0,4998,1000,1052480,169322,0,0,0,0,0,3880.08,3954,757060,1400506,931932,460600,921828,908096,660554,400912,619648,54886,0,0
neg,12,,28,24,0,0,0,0,0,0,42,1670,7904,0,0,0,3614,0,0,0,0,0,15720,11184,6782,1978,0,0,0,0,40,18,0,0,0,0,0,0,4008,0,5608,0,110,22,22,38,1326,8096,2,0,0,0,9012,452,112,10,12,14,4,0,0,0,22522,0,6,0,0,3614,202,1792,4946,,,,,,,,,6580,11.06,22522,22522,23900,14,122,2064,22340,9616,1209600,450,2,4,0,2987.52,11.52,6566.4,0,0,0,0,0,1362,5764,2452,38,0,0,0,6,12,22522,,154,16,30,76,312,3042,5080,782,124,0,34,94,3422,70,0,2,0,0,3766,94,34,0,0,0,14,0,0,0,0,196,10,2,0,0,126,32,1260,510,0,0,0,0,0,81.38,48,7012,2506,80,8,10,0,0,0,0,0,0,0
neg,94,,22,22,0,0,0,0,0,0,17530,40516,5576,0,0,0,18096,0,214,0,3208,6118,81682,77958,16784,1794,0,0,0,0,4,0,0,0,0,0,0,0,9852,47946,5824,0,144,50,104,94,2422,60808,0,0,0,0,57686,3372,986,508,198,130,148,522,56,16,101724,28,10,34,2,18096,506,9768,6884,,,,,,,,,16200,94.38,101724,101724,101998,112,0,9884,101140,63622,1209600,1236,4,8,0,11018.88,36323.52,15131.52,0,50,0,0,12658,37720,11828,1350,66,0,0,0,14,20,101724,,1144,28,310,15548,17922,27726,944,0,0,0,72,0,12660,100,0,30,0,0,12660,126,110,0,0,0,36638,0,0,0,0,546,152,20,11528,2376,586,100,24760,2468,11040,138,0,0,0,110.36,128,53578,6368,1166,456,1226,506,164,158,0,0,0,0
neg,35814,2,2130706432,584,0,0,0,0,0,10170,432458,1780398,699580,89462,13220,0,1242964,2978,142,0,6792,21100,2547460,2061878,767080,378086,0,0,0,0,502,2192,0,0,0,0,0,0,99608,2727646,198034,0,2824,1064,1188,2296,6058,1339140,1672718,0,0,0,1741502,426634,224576,157356,127768,95206,70516,57666,33728,90336,3322796,1772,3116,2832,4,1242964,44708,300884,463920,236580,344140,,,,,,,174420,35813.33,3322796,3322796,3254690,12010,24,82034,890600,3033052,1209600,139440,2,154,0,2317284.48,11.52,710525.76,16,838,0,0,33682,282986,773506,970426,511436,360824,91220,1208,100,112,3322796,0,8148,1302,131704,646228,111644,1590534,514668,20988,72,0,520,3752,2353482,754168,0,20,0,0,2354744,6504,2558,0,0,70,32,0,0,0,0,25944,8714,2586,6696790,900560,134286,19274,9346920,934494,3112308,22064,0,0,0,21.38,3232,738072,688702,477688,156504,208898,203362,347930,202980,1152,0,0,0
neg,138,0,12,10,0,0,0,0,0,0,10614,20164,1034,0,0,0,12308,0,140,0,570,1894,35500,26818,15506,2612,0,0,0,0,14,0,0,0,0,0,0,0,0,1814,29998,0,1686,26,24,20,44,9634,20216,162,0,0,26330,3260,684,558,168,604,162,44,2,0,51648,0,4,18,0,12308,654,5116,9796,,,,,,,,,14840,137.78,51648,51648,49660,85,296,4682,51020,31938,1209600,1072,0,8,0,12213.12,4326.72,14218.56,4,76,0,0,3448,19234,7736,990,294,106,4,0,0,6,51648,0,1452,74,1222,2816,2526,6802,15078,1730,112,0,10,0,11560,1844,0,0,0,0,13588,188,140,0,0,130,4398,0,0,0,0,668,20,2,7068,1946,502,168,1420,640,8,84,0,0,0,427.76,208,20348,6096,2576,402,248,202,132,1808,0,0,0,0
neg,29986,,,,0,0,0,0,0,1510,273294,1182944,316788,454,0,0,604556,0,52,,1196,2306,1582162,1445478,440008,103890,0,0,0,0,0,0,0,0,0,0,0,41740,1309368,253706,170176,0,1194,446,768,1680,496566,1266822,7514,0,0,0,575576,364458,128086,95718,82122,88658,187390,252894,1198,0,2023616,316,1186,288,22,604556,18062,311362,127612,337000,0,0,0,0,0,0,0,99220,29986.2,2023616,2023616,,12674,189382,,810200,,1209600,0,,,,1641628.8,0,131559.36,,,0,0,33468,830536,813502,81276,12592,3794,932,0,,0,2023616,,2552,332,46244,83076,260282,1279858,100238,3518,0,0,,,,,,,,,,1050,138,,,,,,,,,8992,29902,6888,0,0,75166,11320,1764200,784110,0,0,0,0,,,,143896,309734,268616,111944,201814,203712,150236,143916,236204,4918,0,0
neg,34010,,0,,0,0,0,0,0,0,107074,1103476,920962,105116,1324,0,1145196,0,58,0,870,2318,2146058,1977180,488808,99824,0,0,0,0,0,0,0,496,6362,4736,9084,13968,121934,749940,1331432,0,8722,6750,9194,10950,24282,2177862,176,16,0,0,829638,549382,259874,175104,105836,77410,159588,80642,478,0,2636604,766,1208,640,0,1145196,21472,301100,185984,246600,196240,1310700,1310700,1310700,1310700,1310700,1310700,38760,34010.12,2636604,2636604,2594604,11606,400742,16550,209120,2237952,1209600,0,,,,1770998.4,0.0,462370.56,,,0,0,10468,742126,1109936,334154,35752,4900,616,0,,0,2636604,,4224,482,113220,189038,125690,1435724,344730,24830,14,0,,,,,,,,,,2532,236,0,0,0,0,0,0,0,0,11748,9610,2598,0,0,42098,7532,2731480,747750,0,6720,0,0,7277550,,,485360,327846,130404,57260,122458,277958,172570,608076,55124,896,0,0
neg,10,,6,2,0,0,0,0,0,0,1054,0,2904,0,0,0,1326,0,172,0,0,0,13310,11580,6436,66,0,0,0,0,12,8,0,0,0,0,0,0,0,476,3482,0,968,42,78,64,974,1832,0,0,0,0,2850,296,80,228,40,48,74,304,20,18,19778,0,4,8,2,1326,132,4974,1410,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,6240,10.05,19778,19778,20304,17,0,1868,19640,3958,1209600,238,2,2,0,1589.76,41.28,1410.24,,,0,0,162,864,1804,616,512,0,0,0,0,6,19778,,922,8,22,14,518,262,1766,414,32,0,0,4,1270,166,0,0,0,0,1768,42,42,0,0,100,70,0,0,0,0,140,0,0,8,156,62,18,0,0,11484,4,0,0,0,,,2566,1098,88,22,32,36,50,66,0,0,0,0
neg,82,,30,30,0,0,0,0,0,0,346,13786,25618,34078,270,0,20880,0,0,0,0,0,79922,65812,16714,5380,0,0,0,0,90,46,0,0,0,0,0,0,41002,18344,14748,0,520,1808,3464,2506,27236,38542,18,0,0,0,69036,3682,726,332,132,78,100,8,0,0,96800,4,14,176,2,20880,1274,4320,12294,,,,,,,,,15680,81.39,96800,96800,97180,115,0,8988,95380,74114,1209600,2584,2,24,0,17590.08,3873.6,51366.72,0,0,0,0,0,7398,26662,25428,14518,64,24,0,14,18,96800,,752,90,162,8008,6224,22288,28168,7870,522,10,34,224,26266,822,0,188,0,60,26936,270,84,0,0,200,4000,0,0,0,0,1136,60,12,0,0,334,68,3540,352,50518,70,0,0,0,282.72,294,57014,15144,836,474,580,48,0,0,0,0,0,0
neg,181802,,20016,,0,0,0,0,0,0,138882,2698948,18756874,17168406,2730200,61564,18799488,0,1778,0,0,0,31406264,22531998,13304492,8494840,0,0,1022488,0,127860,20206,0,0,0,0,0,0,36260510,3593984,1700380,0,149402,58584,82290,11599554,29277040,387884,120,0,0,0,20354860,9696120,2951968,2511542,1977638,1728690,1347660,837490,141844,7062,44713554,754,510,2582,1358,18799488,915724,5756708,7540552,277660,329120,285360,262320,295680,257280,351180,318640,279560,181801.38,44713554,44713554,42522428,149274,2692294,12776,1122240,41554876,1209600,656082,,,,27354164.16,1450174.08,12708614.4,,,0,0,44,132290,3832414,19689234,14217114,2222090,1038120,423568,,6964,44713554,,28270,7210,12528692,2199846,9117000,17424350,246064,3442,0,0,45388,242914,164250,273368,3550,5284130,0,0,27836328,48732,568,0,0,10190,690526,0,0,0,0,607584,7422,2626,0,0,572026,99510,41768540,8138684,231156,771670,0,0,94025290,,,14804994,23111824,3633650,3518,876,12,0,0,0,0,0,0
neg,162,0,32,32,0,0,0,0,0,312,3324,19244,20636,3402,378,0,13388,0,0,0,346,1558,47436,33662,44120,5360,0,0,0,0,10,16,0,0,0,0,0,0,0,24616,22680,0,610,276,916,4116,1094,26038,13944,302,0,0,38678,3270,1290,1162,770,488,872,356,148,262,92028,14,20,18,2,13388,722,29702,14034,,,,,,,,,43160,162.87,92028,92028,88220,143,0,8606,90760,47552,1209600,1242,2,14,0,13968.96,12454.08,19883.52,24,108,0,126,2968,8978,27388,6700,1020,116,0,0,0,6,92028,0,1322,32,1270,3414,10748,29966,544,0,0,0,104,18,16246,3170,0,0,0,0,16420,166,146,0,6,20,13242,0,0,0,0,1022,0,6,25442,3168,360,60,57940,5792,29736,162,0,0,0,356.74,238,33826,7262,1326,360,730,1248,2458,86,0,0,0,0
neg,702558,,,,0,0,0,0,0,0,96342,5600658,29172572,10158168,87478,0,22814200,0,0,,192,284,41542634,37984792,5742100,2835384,0,0,0,0,0,0,0,0,0,0,0,294848,13432936,27072076,4315358,0,52412,33956,84722,146102,7631444,36163868,1002646,56,12,0,14677256,9829824,4143400,3277012,2876156,3084674,4545366,2671000,10516,14,47290214,2080,6692,5856,6976,22814200,467818,3004716,2723094,268420,247880,223360,176060,155880,152740,175220,111620,9700,702558.88,47290214,47290214,46828380,305180,12044812,,25940,45115218,1209600,0,,,,40257376.32,0.0,4812839.04,0,0,0,0,2388,1694304,17571256,21811596,3643692,317754,71488,2740,,0,47290214,,40198,7362,3397958,2031814,8249888,29076472,2252968,58558,0,0,,,,,,,,,,25070,684,,,,,,,,,239586,509418,132496,0,0,1519192,247000,52250280,44006454,0,0,0,0,,14019.96,16470,5046980,8715002,6195704,3214272,7116012,5432830,3510438,2015498,3601170,267312,0,0
